GEOID,County,Neighborhood_type,categorical_average
06073008343,San Diego,Other,Below/Equal Average
06073008307,San Diego,50+ NL White,Below/Equal Average
06073020028,San Diego,70+ Latino,Zero Day Count
06073014701,San Diego,50+ NL White,Above Average
06073020812,San Diego,50+ Latino,Above Average
06073020039,San Diego,Other,Zero Day Count
06073020036,San Diego,70+ Latino,Zero Day Count
06073018622,San Diego,Other,Zero Day Count
06073020041,San Diego,Other,Zero Day Count
06073015601,San Diego,50+ NL White,Above Average
06073009107,San Diego,50+ NL White,Below/Equal Average
06073002501,San Diego,50+ Latino,Below/Equal Average
06073013302,San Diego,70+ Latino,Above Average
06073020021,San Diego,50+ Latino,Zero Day Count
06073017808,San Diego,50+ NL White,Zero Day Count
06073008348,San Diego,Other,Below/Equal Average
06073001802,San Diego,50+ NL White,Below/Equal Average
06073015706,San Diego,50+ NL White,Above Average
06073008202,San Diego,70+ NL White,Zero Day Count
06073017201,San Diego,70+ NL White,Below/Equal Average
06073020202,San Diego,70+ Latino,Below/Equal Average
06073018519,San Diego,50+ Latino,Zero Day Count
06073017035,San Diego,Other,Below/Equal Average
06073000302,San Diego,70+ NL White,Below/Equal Average
06073005801,San Diego,70+ NL White,Below/Equal Average
06073016620,San Diego,70+ NL White,Above Average
06073017067,San Diego,Other,Above Average
06073016613,San Diego,70+ NL White,Above Average
06073009502,San Diego,50+ NL White,Above Average
06073003304,San Diego,50+ Latino,Above Average
06073009305,San Diego,Other,Below/Equal Average
06073010010,San Diego,70+ Latino,Below/Equal Average
06073015802,San Diego,Other,Above Average
06073003501,San Diego,70+ Latino,Below/Equal Average
06073003109,San Diego,Other,Above Average
06073003115,San Diego,Other,Above Average
06073018102,San Diego,70+ NL White,Zero Day Count
06073005201,San Diego,50+ NL White,Below/Equal Average
06073018524,San Diego,Other,Zero Day Count
06073007304,San Diego,70+ NL White,Zero Day Count
06073020035,San Diego,70+ NL White,Zero Day Count
06073020034,San Diego,70+ NL White,Zero Day Count
06073016404,San Diego,50+ NL White,Above Average
06073008362,San Diego,50+ NL White,Below/Equal Average
06073013417,San Diego,Other,Above Average
06073015301,San Diego,70+ NL White,Above Average
06073012304,San Diego,50+ Latino,Above Average
06073012402,San Diego,70+ Latino,Below/Equal Average
06073019203,San Diego,50+ NL White,Zero Day Count
06073018609,San Diego,50+ Latino,Zero Day Count
06073008344,San Diego,70+ NL White,Below/Equal Average
06073021302,San Diego,50+ NL White,Above Average
06073004600,San Diego,Other,Below/Equal Average
06073014300,San Diego,50+ Latino,Above Average
06073013306,San Diego,70+ Latino,Above Average
06073019205,San Diego,50+ Latino,Zero Day Count
06073005301,San Diego,Other,Below/Equal Average
06073016403,San Diego,50+ NL White,Above Average
06073013325,San Diego,Other,Above Average
06073016201,San Diego,70+ NL White,Above Average
06073008363,San Diego,Other,Below/Equal Average
06073010011,San Diego,70+ Latino,Above Average
06073010106,San Diego,70+ Latino,Below/Equal Average
06073002401,San Diego,50+ Latino,Below/Equal Average
06073010104,San Diego,50+ Latino,Below/Equal Average
06073014602,San Diego,Other,Above Average
06073003602,San Diego,70+ Latino,Below/Equal Average
06073019301,San Diego,50+ NL White,Zero Day Count
06073008312,San Diego,70+ NL White,Below/Equal Average
06073014901,San Diego,50+ NL White,Above Average
06073014805,San Diego,50+ NL White,Above Average
06073008379,San Diego,Other,Below/Equal Average
06073018621,San Diego,50+ Latino,Zero Day Count
06073015100,San Diego,50+ NL White,Above Average
06073003213,San Diego,Other,Above Average
06073002708,San Diego,Other,Above Average
06073002705,San Diego,Other,Above Average
06073003112,San Diego,Other,Above Average
06073006100,San Diego,50+ NL White,Below/Equal Average
06073013909,San Diego,50+ Latino,Above Average
06073013412,San Diego,Other,Above Average
06073007002,San Diego,70+ NL White,Zero Day Count
06073021204,San Diego,70+ NL White,Above Average
06073000700,San Diego,50+ NL White,Below/Equal Average
06073003404,San Diego,50+ Latino,Above Average
06073012102,San Diego,70+ Latino,Above Average
06073012900,San Diego,50+ Latino,Above Average
06073010013,San Diego,70+ Latino,Above Average
06073003105,San Diego,50+ Latino,Above Average
06073013903,San Diego,Other,Above Average
06073017303,San Diego,50+ NL White,Below/Equal Average
06073017048,San Diego,Other,Above Average
06073017037,San Diego,50+ NL White,Above Average
06073017034,San Diego,50+ NL White,Below/Equal Average
06073017020,San Diego,70+ NL White,Above Average
06073016804,San Diego,50+ NL White,Above Average
06073016608,San Diego,70+ NL White,Above Average
06073016502,San Diego,50+ NL White,Above Average
06073009805,San Diego,50+ NL White,Above Average
06073009504,San Diego,50+ NL White,Above Average
06073008357,San Diego,Other,Above Average
06073008353,San Diego,Other,Above Average
06073008331,San Diego,50+ NL White,Below/Equal Average
06073008327,San Diego,50+ NL White,Below/Equal Average
06073008306,San Diego,70+ NL White,Below/Equal Average
06073008301,San Diego,50+ NL White,Below/Equal Average
06073020708,San Diego,50+ NL White,Below/Equal Average
06073020706,San Diego,70+ NL White,Below/Equal Average
06073020401,San Diego,70+ NL White,Zero Day Count
06073020304,San Diego,50+ NL White,Zero Day Count
06073020015,San Diego,70+ NL White,Zero Day Count
06073019805,San Diego,Other,Zero Day Count
06073019803,San Diego,50+ NL White,Zero Day Count
06073019602,San Diego,Other,Zero Day Count
06073019208,San Diego,50+ NL White,Zero Day Count
06073019206,San Diego,70+ Latino,Zero Day Count
06073019107,San Diego,50+ NL White,Above Average
06073019002,San Diego,50+ NL White,Above Average
06073019001,San Diego,50+ NL White,Below/Equal Average
06073018803,San Diego,70+ NL White,Zero Day Count
06073018608,San Diego,50+ NL White,Zero Day Count
06073018601,San Diego,Other,Zero Day Count
06073018510,San Diego,Other,Zero Day Count
06073017811,San Diego,70+ NL White,Zero Day Count
06073017601,San Diego,70+ NL White,Zero Day Count
06073011902,San Diego,50+ Latino,Above Average
06073003208,San Diego,Other,Above Average
06073013301,San Diego,50+ Latino,Above Average
06073003113,San Diego,Other,Above Average
06073002904,San Diego,50+ NL White,Above Average
06073013604,San Diego,50+ NL White,Above Average
06073015501,San Diego,50+ NL White,Above Average
06073011700,San Diego,50+ Latino,Below/Equal Average
06073000600,San Diego,50+ NL White,Below/Equal Average
06073010900,San Diego,70+ NL White,Below/Equal Average
06073013414,San Diego,50+ Latino,Above Average
06073001900,San Diego,50+ NL White,Below/Equal Average
06073016202,San Diego,Other,Above Average
06073015701,San Diego,50+ NL White,Above Average
06073003502,San Diego,70+ Latino,Below/Equal Average
06073002707,San Diego,Other,Above Average
06073010107,San Diego,50+ Latino,Below/Equal Average
06073008511,San Diego,Other,Below/Equal Average
06073008504,San Diego,50+ NL White,Below/Equal Average
06073009103,San Diego,70+ NL White,Below/Equal Average
06073008507,San Diego,Other,Below/Equal Average
06073008505,San Diego,Other,Below/Equal Average
06073008509,San Diego,Other,Below/Equal Average
06073008901,San Diego,Other,Below/Equal Average
06073020309,San Diego,Other,Zero Day Count
06073010015,San Diego,70+ Latino,Above Average
06073020810,San Diego,70+ NL White,Above Average
06073003305,San Diego,50+ Latino,Above Average
06073008366,San Diego,50+ NL White,Above Average
06073006200,San Diego,Other,Below/Equal Average
06073009901,San Diego,50+ NL White,Zero Day Count
06073017056,San Diego,Other,Below/Equal Average
06073020811,San Diego,50+ NL White,Above Average
06073018619,San Diego,50+ NL White,Zero Day Count
06073017064,San Diego,Other,Below/Equal Average
06073019810,San Diego,50+ NL White,Zero Day Count
06073017307,San Diego,70+ NL White,Below/Equal Average
06073018302,San Diego,70+ NL White,Zero Day Count
06073001301,San Diego,50+ NL White,Below/Equal Average
06073021502,San Diego,Other,Below/Equal Average
06073007601,San Diego,70+ NL White,Zero Day Count
06073020030,San Diego,50+ NL White,Zero Day Count
06073022102,San Diego,50+ NL White,Zero Day Count
06073010018,San Diego,50+ Latino,Above Average
06073005401,San Diego,50+ NL White,Below/Equal Average
06073010201,San Diego,50+ NL White,Below/Equal Average
06073009307,San Diego,Other,Below/Equal Average
06073021501,San Diego,Other,Below/Equal Average
06073005202,San Diego,50+ NL White,Below/Equal Average
06073021402,San Diego,50+ NL White,Zero Day Count
06073020031,San Diego,50+ NL White,Zero Day Count
06073021305,San Diego,50+ NL White,Above Average
06073013322,San Diego,50+ Latino,Above Average
06073013424,San Diego,50+ Latino,Above Average
06073020040,San Diego,70+ NL White,Zero Day Count
06073017062,San Diego,70+ NL White,Below/Equal Average
06073016703,San Diego,50+ NL White,Above Average
06073017066,San Diego,50+ NL White,Below/Equal Average
06073016705,San Diego,50+ NL White,Above Average
06073020111,San Diego,50+ NL White,Below/Equal Average
06073020044,San Diego,50+ NL White,Zero Day Count
06073019305,San Diego,Other,Zero Day Count
06073019304,San Diego,50+ NL White,Zero Day Count
06073016706,San Diego,50+ NL White,Above Average
06073016813,San Diego,70+ NL White,Above Average
06073016704,San Diego,50+ NL White,Above Average
06073019811,San Diego,50+ NL White,Zero Day Count
06073019905,San Diego,Other,Zero Day Count
06073019903,San Diego,Other,Zero Day Count
06073019804,San Diego,70+ NL White,Zero Day Count
06073019701,San Diego,Other,Zero Day Count
06073019503,San Diego,50+ Latino,Zero Day Count
06073019404,San Diego,70+ Latino,Zero Day Count
06073019303,San Diego,Other,Zero Day Count
06073018516,San Diego,Other,Zero Day Count
06073018512,San Diego,50+ NL White,Zero Day Count
06073018511,San Diego,Other,Zero Day Count
06073018504,San Diego,70+ NL White,Zero Day Count
06073017801,San Diego,50+ NL White,Zero Day Count
06073017501,San Diego,70+ NL White,Zero Day Count
06073017306,San Diego,70+ NL White,Below/Equal Average
06073017108,San Diego,70+ NL White,Zero Day Count
06073017047,San Diego,70+ NL White,Above Average
06073017044,San Diego,Other,Above Average
06073017039,San Diego,50+ NL White,Above Average
06073017031,San Diego,50+ NL White,Below/Equal Average
06073017021,San Diego,50+ NL White,Above Average
06073017009,San Diego,50+ NL White,Above Average
06073016901,San Diego,70+ NL White,Above Average
06073016810,San Diego,70+ NL White,Above Average
06073016809,San Diego,50+ NL White,Above Average
06073016616,San Diego,50+ NL White,Above Average
06073016614,San Diego,50+ NL White,Above Average
06073016609,San Diego,70+ NL White,Above Average
06073016606,San Diego,70+ NL White,Above Average
06073016401,San Diego,50+ NL White,Above Average
06073014804,San Diego,50+ NL White,Above Average
06073009705,San Diego,50+ NL White,Above Average
06073009703,San Diego,70+ NL White,Above Average
06073009509,San Diego,50+ NL White,Above Average
06073009505,San Diego,50+ NL White,Above Average
06073009400,San Diego,Other,Above Average
06073008360,San Diego,Other,Above Average
06073008358,San Diego,Other,Above Average
06073008355,San Diego,Other,Above Average
06073008349,San Diego,Other,Above Average
06073008347,San Diego,Other,Below/Equal Average
06073008337,San Diego,Other,Above Average
06073008324,San Diego,70+ NL White,Below/Equal Average
06073008311,San Diego,70+ NL White,Zero Day Count
06073008305,San Diego,Other,Below/Equal Average
06073008303,San Diego,70+ NL White,Below/Equal Average
06073007501,San Diego,70+ NL White,Zero Day Count
06073020801,San Diego,50+ NL White,Above Average
06073020403,San Diego,Other,Below/Equal Average
06073020211,San Diego,50+ Latino,Below/Equal Average
06073020208,San Diego,50+ Latino,Below/Equal Average
06073020108,San Diego,70+ Latino,Below/Equal Average
06073020107,San Diego,50+ Latino,Below/Equal Average
06073020023,San Diego,50+ NL White,Zero Day Count
06073020019,San Diego,Other,Zero Day Count
06073002902,San Diego,Other,Above Average
06073014803,San Diego,50+ NL White,Above Average
06073000400,San Diego,50+ NL White,Below/Equal Average
06073004400,San Diego,50+ NL White,Below/Equal Average
06073004800,San Diego,70+ Latino,Below/Equal Average
06073005000,San Diego,70+ Latino,Below/Equal Average
06073003114,San Diego,Other,Above Average
06073012600,San Diego,70+ Latino,Below/Equal Average
06073010112,San Diego,70+ Latino,Below/Equal Average
06073015704,San Diego,Other,Above Average
06073006900,San Diego,70+ NL White,Below/Equal Average
06073012200,San Diego,70+ Latino,Above Average
06073013416,San Diego,Other,Above Average
06073001600,San Diego,50+ Latino,Below/Equal Average
06073003800,San Diego,Other,Below/Equal Average
06073003001,San Diego,Other,Above Average
06073002001,San Diego,70+ NL White,Above Average
06073002702,San Diego,Other,Above Average
06073015801,San Diego,Other,Above Average
06073015302,San Diego,50+ NL White,Above Average
06073013605,San Diego,70+ NL White,Above Average
06073013702,San Diego,Other,Above Average
06073004000,San Diego,70+ Latino,Below/Equal Average
06073003301,San Diego,50+ Latino,Below/Equal Average
06073002803,San Diego,Other,Above Average
06073007100,San Diego,70+ NL White,Zero Day Count
06073003111,San Diego,50+ Latino,Above Average
06073014001,San Diego,Other,Above Average
06073006802,San Diego,50+ NL White,Below/Equal Average
06073003202,San Diego,50+ Latino,Above Average
06073012003,San Diego,50+ Latino,Above Average
06073013505,San Diego,Other,Above Average
06073014601,San Diego,Other,Above Average
06073011802,San Diego,70+ Latino,Below/Equal Average
06073003207,San Diego,Other,Above Average
06073003212,San Diego,Other,Above Average
06073013801,San Diego,Other,Above Average
06073012303,San Diego,50+ Latino,Above Average
06073010502,San Diego,50+ Latino,Below/Equal Average
06073014200,San Diego,Other,Above Average
06073010003,San Diego,50+ Latino,Above Average
06073010012,San Diego,70+ Latino,Below/Equal Average
06073002905,San Diego,Other,Above Average
06073008502,San Diego,50+ NL White,Below/Equal Average
06073009000,San Diego,Other,Below/Equal Average
06073001700,San Diego,Other,Below/Equal Average
06073002402,San Diego,50+ Latino,Above Average
06073004200,San Diego,Other,Below/Equal Average
06073003403,San Diego,70+ Latino,Below/Equal Average
06073003902,San Diego,70+ Latino,Below/Equal Average
06073013303,San Diego,70+ Latino,Above Average
06073013906,San Diego,Other,Above Average
06073013908,San Diego,50+ Latino,Above Average
06073020904,San Diego,70+ NL White,Above Average
06073020805,San Diego,50+ NL White,Above Average
06073003107,San Diego,Other,Above Average
06073014102,San Diego,Other,Above Average
06073002502,San Diego,Other,Below/Equal Average
06073015602,San Diego,50+ NL White,Above Average
06073010109,San Diego,70+ Latino,Below/Equal Average
06073013504,San Diego,Other,Above Average
06073008006,San Diego,70+ NL White,Zero Day Count
06073017109,San Diego,70+ NL White,Zero Day Count
06073002712,San Diego,50+ Latino,Above Average
06073020029,San Diego,50+ Latino,Zero Day Count
06073020308,San Diego,Other,Zero Day Count
06073021800,San Diego,70+ NL White,Below/Equal Average
06073021900,San Diego,70+ Latino,Below/Equal Average
06073007907,San Diego,70+ NL White,Below/Equal Average
06073008361,San Diego,50+ NL White,Below/Equal Average
06073013420,San Diego,50+ Latino,Above Average
06073014806,San Diego,Other,Above Average
06073008346,San Diego,Other,Below/Equal Average
06073008364,San Diego,Other,Below/Equal Average
06073006300,San Diego,50+ NL White,Below/Equal Average
06073009511,San Diego,Other,Above Average
06073016503,San Diego,50+ NL White,Above Average
